monthlySumMWh,country,date
1344239.0,HR,2011-05-31
1342588.0,HR,2011-06-30
1500877.0,HR,2011-07-31
1511513.0,HR,2011-08-31
1382920.0,HR,2011-09-30
1399240.0,HR,2011-10-31
1491158.0,HR,2011-11-30
1571346.0,HR,2011-12-31
1640145.0,HR,2012-01-31
1661084.0,HR,2012-02-29
1407973.0,HR,2012-03-31
1311802.0,HR,2012-04-30
1303358.0,HR,2012-05-31
1331887.0,HR,2012-06-30
1556011.0,HR,2012-07-31
1534832.0,HR,2012-08-31
1320528.0,HR,2012-09-30
1347513.0,HR,2012-10-31
1377978.0,HR,2012-11-30
1589957.0,HR,2012-12-31
1572139.0,HR,2013-01-31
1463769.0,HR,2013-02-28
1522317.0,HR,2013-03-31
1328006.0,HR,2013-04-30
1306125.0,HR,2013-05-31
1302172.0,HR,2013-06-30
1483847.0,HR,2013-07-31
1484224.0,HR,2013-08-31
1315938.0,HR,2013-09-30
1345908.0,HR,2013-10-31
1394668.0,HR,2013-11-30
1561825.0,HR,2013-12-31
1497663.0,HR,2014-01-31
1357319.0,HR,2014-02-28
1403460.0,HR,2014-03-31
1294151.0,HR,2014-04-30
1313926.0,HR,2014-05-31
1299055.0,HR,2014-06-30
1443645.0,HR,2014-07-31
1414490.0,HR,2014-08-31
1321043.0,HR,2014-09-30
1347901.0,HR,2014-10-31
1355026.0,HR,2014-11-30
1526442.0,HR,2014-12-31
1568136.0,HR,2015-01-31
1448532.0,HR,2015-02-28
1488458.0,HR,2015-03-31
1333200.0,HR,2015-04-30
1305434.0,HR,2015-05-31
1297392.0,HR,2015-06-30
1590839.0,HR,2015-07-31
1513943.0,HR,2015-08-31
1354602.0,HR,2015-09-30
1359098.0,HR,2015-10-31
1391200.0,HR,2015-11-30
1538690.0,HR,2015-12-31
1585592.0,HR,2016-01-31
1419514.0,HR,2016-02-29
1503952.0,HR,2016-03-31
1315282.0,HR,2016-04-30
1337635.0,HR,2016-05-31
1370784.0,HR,2016-06-30
1616677.0,HR,2016-07-31
1496789.0,HR,2016-08-31
1386135.0,HR,2016-09-30
1433786.0,HR,2016-10-31
1466032.0,HR,2016-11-30
1665173.0,HR,2016-12-31
1779978.0,HR,2017-01-31
1453111.0,HR,2017-02-28
1457869.0,HR,2017-03-31
1358458.0,HR,2017-04-30
1392794.0,HR,2017-05-31
1462903.0,HR,2017-06-30
1635659.0,HR,2017-07-31
1671053.0,HR,2017-08-31
1410729.0,HR,2017-09-30
1427167.0,HR,2017-10-31
1499597.0,HR,2017-11-30
1647924.0,HR,2017-12-31
1578895.0,HR,2018-01-31
1555113.0,HR,2018-02-28
1674308.0,HR,2018-03-31
1358493.0,HR,2018-04-30
1398142.0,HR,2018-05-31
1432085.0,HR,2018-06-30
1601704.0,HR,2018-07-31
1688775.0,HR,2018-08-31
1449609.0,HR,2018-09-30
1437828.0,HR,2018-10-31
1479440.0,HR,2018-11-30
1670226.0,HR,2018-12-31
1730939.0,HR,2019-01-31
1480658.0,HR,2019-02-28
1483690.0,HR,2019-03-31
1373794.0,HR,2019-04-30
1421668.0,HR,2019-05-31
1506846.0,HR,2019-06-30
1658712.0,HR,2019-07-31
1640810.0,HR,2019-08-31
1427180.0,HR,2019-09-30
1424453.0,HR,2019-10-31
3915924.0,HU,2006-01-31
3523752.0,HU,2006-02-28
3757174.0,HU,2006-03-31
3317057.0,HU,2006-04-30
3419501.0,HU,2006-05-31
3423121.0,HU,2006-06-30
3547784.0,HU,2006-07-31
3363959.0,HU,2006-08-31
3369284.0,HU,2006-09-30
3613510.0,HU,2006-10-31
3737844.0,HU,2006-11-30
3786017.0,HU,2006-12-31
3870380.0,HU,2007-01-31
3497362.0,HU,2007-02-28
3688436.0,HU,2007-03-31
3392567.0,HU,2007-04-30
3500627.0,HU,2007-05-31
3541994.0,HU,2007-06-30
3690671.0,HU,2007-07-31
3567167.0,HU,2007-08-31
3475636.0,HU,2007-09-30
3768005.0,HU,2007-10-31
3804260.0,HU,2007-11-30
3910447.0,HU,2007-12-31
3985325.0,HU,2008-01-31
3682391.0,HU,2008-02-29
3753577.0,HU,2008-03-31
3536309.0,HU,2008-04-30
3490815.0,HU,2008-05-31
3528720.0,HU,2008-06-30
3644513.0,HU,2008-07-31
3508116.0,HU,2008-08-31
3543297.0,HU,2008-09-30
3694786.0,HU,2008-10-31
3629465.0,HU,2008-11-30
3629221.0,HU,2008-12-31
3807425.0,HU,2009-01-31
3412100.0,HU,2009-02-28
3585804.0,HU,2009-03-31
3142179.0,HU,2009-04-30
3244502.0,HU,2009-05-31
3222024.0,HU,2009-06-30
3505310.0,HU,2009-07-31
3326218.0,HU,2009-08-31
3348419.0,HU,2009-09-30
3532199.0,HU,2009-10-31
3565080.0,HU,2009-11-30
3671439.0,HU,2009-12-31
3476833.0,HU,2010-01-31
3183073.0,HU,2010-02-28
3336252.0,HU,2010-03-31
3049824.0,HU,2010-04-30
3070305.0,HU,2010-05-31
3122203.0,HU,2010-06-30
3281446.0,HU,2010-07-31
3105971.0,HU,2010-08-31
3142769.0,HU,2010-09-30
3338049.0,HU,2010-10-31
3293261.0,HU,2010-11-30
3528634.0,HU,2010-12-31
3564489.0,HU,2011-01-31
3250991.0,HU,2011-02-28
3399607.0,HU,2011-03-31
3100527.2768764845,HU,2011-04-30
3155249.0,HU,2011-05-31
3097461.0,HU,2011-06-30
3255969.2768764845,HU,2011-07-31
3142359.0,HU,2011-08-31
3170157.0,HU,2011-09-30
3313501.0,HU,2011-10-31
3393055.0,HU,2011-11-30
3384408.0,HU,2011-12-31
3486122.0,HU,2012-01-31
3426757.0,HU,2012-02-29
3275426.0,HU,2012-03-31
3053527.0,HU,2012-04-30
3081548.0,HU,2012-05-31
3145578.0,HU,2012-06-30
3273148.0,HU,2012-07-31
3181575.0,HU,2012-08-31
3086628.0,HU,2012-09-30
3232070.0,HU,2012-10-31
3269087.0,HU,2012-11-30
3382011.0,HU,2012-12-31
3535104.0,HU,2013-01-31
3169473.0,HU,2013-02-28
3380650.0,HU,2013-03-31
3129267.0,HU,2013-04-30
3092598.0,HU,2013-05-31
3093877.0,HU,2013-06-30
3309788.0,HU,2013-07-31
3173887.0,HU,2013-08-31
3109462.0,HU,2013-09-30
3329776.0,HU,2013-10-31
3324920.0,HU,2013-11-30
3377918.0,HU,2013-12-31
3498954.0,HU,2014-01-31
3213184.0,HU,2014-02-28
3324688.0,HU,2014-03-31
3139636.0,HU,2014-04-30
3197094.0,HU,2014-05-31
3166947.0,HU,2014-06-30
3347726.0,HU,2014-07-31
3089379.0,HU,2014-08-31
3230008.0,HU,2014-09-30
3414424.0,HU,2014-10-31
3446238.0,HU,2014-11-30
3436035.0,HU,2014-12-31
3628785.0,HU,2015-01-31
3315747.0,HU,2015-02-28
3506824.0,HU,2015-03-31
3217913.0,HU,2015-04-30
3209164.0,HU,2015-05-31
3249432.0,HU,2015-06-30
3483345.0,HU,2015-07-31
3340221.0,HU,2015-08-31
3312040.0,HU,2015-09-30
3503324.0,HU,2015-10-31
3490175.0,HU,2015-11-30
3491462.0,HU,2015-12-31
3788592.08,HU,2016-01-31
3471552.3200000003,HU,2016-02-29
3551058.09,HU,2016-03-31
3303826.75,HU,2016-04-30
3348221.34,HU,2016-05-31
3373711.23,HU,2016-06-30
3443609.27,HU,2016-07-31
3342932.77,HU,2016-08-31
3317376.09,HU,2016-09-30
3559161.96,HU,2016-10-31
3628114.54,HU,2016-11-30
3761175.89,HU,2016-12-31
4064689.06,HU,2017-01-31
3526134.19,HU,2017-02-28
3605746.71,HU,2017-03-31
3329888.83,HU,2017-04-30
3431823.91,HU,2017-05-31
3449833.52,HU,2017-06-30
3488149.22,HU,2017-07-31
3591461.77,HU,2017-08-31
3437130.15,HU,2017-09-30
3598582.85,HU,2017-10-31
3685264.42,HU,2017-11-30
3749916.8,HU,2017-12-31
3889634.18,HU,2018-01-31
3640230.69,HU,2018-02-28
3868422.21,HU,2018-03-31
3351536.33,HU,2018-04-30
3391609.87,HU,2018-05-31
3428198.5,HU,2018-06-30
3506837.88,HU,2018-07-31
3603611.2,HU,2018-08-31
3396217.82,HU,2018-09-30
3558744.35,HU,2018-10-31
3670680.94,HU,2018-11-30
3860690.98,HU,2018-12-31
4098630.0700000003,HU,2019-01-31
3581870.07,HU,2019-02-28
3681111.38,HU,2019-03-31
3416431.35,HU,2019-04-30
3564096.36,HU,2019-05-31
3540971.98,HU,2019-06-30
3576935.5,HU,2019-07-31
3544434.19,HU,2019-08-31
3403454.87,HU,2019-09-30
3635726.3,HU,2019-10-31
2601648.9,IE,2010-01-31
2315688.61,IE,2010-02-28
2400018.56,IE,2010-03-31
2068961.0,IE,2010-04-30
2049087.0,IE,2010-05-31
1946318.0,IE,2010-06-30
1983707.0,IE,2010-07-31
1968562.0,IE,2010-08-31
2036484.0,IE,2010-09-30
2150765.0,IE,2010-10-31
2325995.0,IE,2010-11-30
2628997.0,IE,2010-12-31
2518383.0,IE,2011-01-31
2187568.0,IE,2011-02-28
2497728.0,IE,2011-03-31
2027318.0,IE,2011-04-30
2053809.0,IE,2011-05-31
1952559.0,IE,2011-06-30
1969293.0,IE,2011-07-31
2004979.0,IE,2011-08-31
2018213.0,IE,2011-09-30
2153172.0,IE,2011-10-31
2226594.0,IE,2011-11-30
2385271.0,IE,2011-12-31
2357940.0,IE,2012-01-31
2201114.0,IE,2012-02-29
2194902.0,IE,2012-03-31
2062310.0,IE,2012-04-30
2053736.0,IE,2012-05-31
1932697.0,IE,2012-06-30
1969293.0,IE,2012-07-31
1988265.0,IE,2012-08-31
1985196.0,IE,2012-09-30
2188829.0,IE,2012-10-31
2278024.0,IE,2012-11-30
2361552.0,IE,2012-12-31
2415587.0,IE,2013-01-31
2182773.0,IE,2013-02-28
2377481.0,IE,2013-03-31
2127800.0,IE,2013-04-30
2063505.0,IE,2013-05-31
1914738.0,IE,2013-06-30
2010599.0,IE,2013-07-31
1991815.0,IE,2013-08-31
1998563.0,IE,2013-09-30
2169380.0,IE,2013-10-31
2264511.0,IE,2013-11-30
2317073.0,IE,2013-12-31
2399989.0,IE,2014-01-31
2182211.0,IE,2014-02-28
2299256.0,IE,2014-03-31
2047833.0,IE,2014-04-30
2058803.0,IE,2014-05-31
1940043.0,IE,2014-06-30
2004685.0,IE,2014-07-31
1994038.0,IE,2014-08-31
2020085.0,IE,2014-09-30
2173449.0,IE,2014-10-31
2253024.0,IE,2014-11-30
2394552.0,IE,2014-12-31
2472010.0,IE,2015-01-31
2252762.0,IE,2015-02-28
2365440.0,IE,2015-03-31
2129573.0,IE,2015-04-30
2156454.0,IE,2015-05-31
2020338.0,IE,2015-06-30
2069480.0,IE,2015-07-31
2060460.0,IE,2015-08-31
2084834.0,IE,2015-09-30
2237820.0,IE,2015-10-31
2317848.0,IE,2015-11-30
2403009.0,IE,2015-12-31
2476033.0,IE,2016-01-31
2357938.0,IE,2016-02-29
2391478.0,IE,2016-03-31
2240031.0,IE,2016-04-30
2160920.89,IE,2016-05-31
2033219.31,IE,2016-06-30
2009795.33,IE,2016-07-31
2008478.23,IE,2016-08-31
2118036.76,IE,2016-09-30
2268543.2800000003,IE,2016-10-31
2404902.6,IE,2016-11-30
2458102.18,IE,2016-12-31
2511284.39,IE,2017-01-31
2297844.12,IE,2017-02-28
2452330.12,IE,2017-03-31
2232451.4,IE,2017-04-30
2205361.15,IE,2017-05-31
2115725.48,IE,2017-06-30
2152346.41,IE,2017-07-31
2181364.64,IE,2017-08-31
2202881.9,IE,2017-09-30
2347721.34,IE,2017-10-31
2464609.48,IE,2017-11-30
2578124.7199999997,IE,2017-12-31
2656140.25,IE,2018-01-31
2433415.18,IE,2018-02-28
2632700.45,IE,2018-03-31
2378566.72,IE,2018-04-30
2302441.03,IE,2018-05-31
2178008.73,IE,2018-06-30
2244625.89,IE,2018-07-31
2254067.14,IE,2018-08-31
2250075.9,IE,2018-09-30
2449538.41,IE,2018-10-31
2546441.35,IE,2018-11-30
2572904.06,IE,2018-12-31
1442989.0,IS,2010-01-31
1314570.0,IS,2010-02-28
1439455.0,IS,2010-03-31
1362582.0,IS,2010-04-30
1384724.0,IS,2010-05-31
1322038.0,IS,2010-06-30
1337229.0,IS,2010-07-31
1351164.0,IS,2010-08-31
1346684.0,IS,2010-09-30
1413491.0,IS,2010-10-31
1418220.0,IS,2010-11-30
1482972.0,IS,2010-12-31
1474339.0,IS,2011-01-31
1334181.0,IS,2011-02-28
1457931.0,IS,2011-03-31
1360832.0,IS,2011-04-30
1389362.0,IS,2011-05-31
1324562.0,IS,2011-06-30
1372706.0,IS,2011-07-31
1383389.0,IS,2011-08-31
1364471.0,IS,2011-09-30
1436749.0,IS,2011-10-31
1410928.0,IS,2011-11-30
1491918.0,IS,2011-12-31
1490542.0,IS,2012-01-31
1415366.0,IS,2012-02-29
1474894.0,IS,2012-03-31
1383047.0,IS,2012-04-30
1411822.0,IS,2012-05-31
1339765.0,IS,2012-06-30
1389754.0,IS,2012-07-31
1406087.0,IS,2012-08-31
1387092.0,IS,2012-09-30
1464434.0,IS,2012-10-31
1446286.0,IS,2012-11-30
1510466.0,IS,2012-12-31
1534410.0,IS,2013-01-31
1401520.0,IS,2013-02-28
1545981.0,IS,2013-03-31
1452824.0,IS,2013-04-30
1458994.0,IS,2013-05-31
1383615.0,IS,2013-06-30
1443280.0,IS,2013-07-31
1447677.0,IS,2013-08-31
1429735.0,IS,2013-09-30
1506914.0,IS,2013-10-31
1488090.0,IS,2013-11-30
1543108.0,IS,2013-12-31
1523548.0,IS,2014-01-31
1343799.0,IS,2014-02-28
1395613.0,IS,2014-03-31
1307927.0,IS,2014-04-30
1434794.0,IS,2014-05-31
1360261.0,IS,2014-06-30
1434231.0,IS,2014-07-31
1433613.0,IS,2014-08-31
1415716.0,IS,2014-09-30
1489416.0,IS,2014-10-31
1450016.0,IS,2014-11-30
1597411.0,IS,2014-12-31
1609546.0,IS,2015-01-31
1481908.0,IS,2015-02-28
1607376.0,IS,2015-03-31
1516016.0,IS,2015-04-30
1565110.0,IS,2015-05-31
1466538.0,IS,2015-06-30
1494456.0,IS,2015-07-31
1472057.0,IS,2015-08-31
1450665.0,IS,2015-09-30
1533615.0,IS,2015-10-31
1536337.0,IS,2015-11-30
1582217.0,IS,2015-12-31
1594570.96,IS,2016-01-31
1491528.0,IS,2016-02-29
1566230.03,IS,2016-03-31
1498673.68,IS,2016-04-30
1533856.1300000001,IS,2016-05-31
1439434.2,IS,2016-06-30
1494461.99,IS,2016-07-31
1449430.39,IS,2016-08-31
1445740.83,IS,2016-09-30
1505516.57,IS,2016-10-31
1514840.51,IS,2016-11-30
1584012.72,IS,2016-12-31
1592239.75,IS,2017-01-31
1459380.99,IS,2017-02-28
1650983.91,IS,2017-03-31
1536178.15,IS,2017-04-30
1569812.82,IS,2017-05-31
1496244.47,IS,2017-06-30
1538068.81,IS,2017-07-31
1550142.72,IS,2017-08-31
1514552.82,IS,2017-09-30
1571309.3,IS,2017-10-31
1562073.61,IS,2017-11-30
1620875.85,IS,2017-12-31
1661750.32,IS,2018-01-31
1502506.58,IS,2018-02-28
1653749.69,IS,2018-03-31
1569757.94,IS,2018-04-30
1617476.0,IS,2018-05-31
1539248.07,IS,2018-06-30
1585369.16,IS,2018-07-31
1599316.96,IS,2018-08-31
1572271.51,IS,2018-09-30
1696019.76,IS,2018-10-31
1642804.46,IS,2018-11-30
1696019.76,IS,2018-12-31
1686577.14,IS,2019-01-31
1542277.36,IS,2019-02-28
1692069.58,IS,2019-03-31
1595219.1,IS,2019-04-30
1655365.25,IS,2019-05-31
1603240.96,IS,2019-06-30
1533873.91,IS,2019-07-31
29310114.0,IT,2006-01-31
27119973.0,IT,2006-02-28
29194025.0,IT,2006-03-31
25237613.0,IT,2006-04-30
27199287.0,IT,2006-05-31
28163095.0,IT,2006-06-30
31168927.0,IT,2006-07-31
24630406.0,IT,2006-08-31
27894423.0,IT,2006-09-30
28128567.0,IT,2006-10-31
28174587.0,IT,2006-11-30
27996101.0,IT,2006-12-31
29102663.0,IT,2007-01-31
26798287.0,IT,2007-02-28
28877191.0,IT,2007-03-31
25787224.0,IT,2007-04-30
27992535.0,IT,2007-05-31
28442109.0,IT,2007-06-30
31040857.0,IT,2007-07-31
25561869.0,IT,2007-08-31
27596748.0,IT,2007-09-30
28780515.0,IT,2007-10-31
28379859.0,IT,2007-11-30
28355415.0,IT,2007-12-31
29351189.0,IT,2008-01-31
28070700.0,IT,2008-02-29
28002484.0,IT,2008-03-31
26616208.0,IT,2008-04-30
26982432.0,IT,2008-05-31
27581382.0,IT,2008-06-30
30783148.554879285,IT,2008-07-31
25782662.0,IT,2008-08-31
28092120.0,IT,2008-09-30
27917110.0,IT,2008-10-31
26483416.0,IT,2008-11-30
26128809.0,IT,2008-12-31
26813158.0,IT,2009-01-31
25021717.0,IT,2009-02-28
26051709.0,IT,2009-03-31
23343723.0,IT,2009-04-30
24771620.0,IT,2009-05-31
25413188.0,IT,2009-06-30
28662216.0,IT,2009-07-31
24765202.0,IT,2009-08-31
26279610.0,IT,2009-09-30
26337782.0,IT,2009-10-31
25902413.0,IT,2009-11-30
25969940.0,IT,2009-12-31
27378977.0,IT,2010-01-31
25955961.0,IT,2010-02-28
27586925.0,IT,2010-03-31
24817729.0,IT,2010-04-30
25889343.0,IT,2010-05-31
26550822.0,IT,2010-06-30
30929201.0,IT,2010-07-31
24378076.0,IT,2010-08-31
26563389.0,IT,2010-09-30
27095252.0,IT,2010-10-31
27181855.0,IT,2010-11-30
28040804.0,IT,2010-12-31
27701888.0,IT,2011-01-31
25945201.0,IT,2011-02-28
27701266.0,IT,2011-03-31
24597640.0,IT,2011-04-30
25747660.0,IT,2011-05-31
26269608.0,IT,2011-06-30
28561913.0,IT,2011-07-31
25109246.0,IT,2011-08-31
27618474.0,IT,2011-09-30
26309802.0,IT,2011-10-31
27096377.0,IT,2011-11-30
27086190.0,IT,2011-12-31
27886454.0,IT,2012-01-31
27776321.0,IT,2012-02-29
27432442.0,IT,2012-03-31
24521943.0,IT,2012-04-30
26282829.0,IT,2012-05-31
27436370.0,IT,2012-06-30
30560141.0,IT,2012-07-31
26643977.0,IT,2012-08-31
26393286.0,IT,2012-09-30
26755126.0,IT,2012-10-31
26106416.0,IT,2012-11-30
26628420.0,IT,2012-12-31
27652662.0,IT,2013-01-31
25790507.0,IT,2013-02-28
26957951.0,IT,2013-03-31
24307429.0,IT,2013-04-30
25231659.0,IT,2013-05-31
25780808.0,IT,2013-06-30
29867913.0,IT,2013-07-31
25478414.0,IT,2013-08-31
26067060.0,IT,2013-09-30
26345778.0,IT,2013-10-31
26462446.0,IT,2013-11-30
26062513.0,IT,2013-12-31
27050150.0,IT,2014-01-31
24883843.0,IT,2014-02-28
26223056.0,IT,2014-03-31
23943892.0,IT,2014-04-30
24924033.0,IT,2014-05-31
25929680.0,IT,2014-06-30
28274993.0,IT,2014-07-31
23672062.0,IT,2014-08-31
26164868.0,IT,2014-09-30
26350777.0,IT,2014-10-31
25174788.0,IT,2014-11-30
25643558.0,IT,2014-12-31
26409958.0,IT,2015-01-31
25201865.0,IT,2015-02-28
26529352.0,IT,2015-03-31
24025524.0,IT,2015-04-30
24895384.0,IT,2015-05-31
26302556.0,IT,2015-06-30
31981859.0,IT,2015-07-31
25131388.0,IT,2015-08-31
26476029.0,IT,2015-09-30
25888985.0,IT,2015-10-31
25665571.0,IT,2015-11-30
25817988.0,IT,2015-12-31
26740306.0,IT,2016-01-31
25776998.0,IT,2016-02-29
26547132.0,IT,2016-03-31
24418779.0,IT,2016-04-30
25449787.0,IT,2016-05-31
25885511.0,IT,2016-06-30
29589461.0,IT,2016-07-31
24551685.0,IT,2016-08-31
26640034.0,IT,2016-09-30
26015385.0,IT,2016-10-31
26197608.0,IT,2016-11-30
26498669.0,IT,2016-12-31
28284379.0,IT,2017-01-31
25254021.0,IT,2017-02-28
26610693.0,IT,2017-03-31
23720251.0,IT,2017-04-30
25651682.0,IT,2017-05-31
27943914.0,IT,2017-06-30
30027161.0,IT,2017-07-31
26911388.0,IT,2017-08-31
26118614.0,IT,2017-09-30
26354729.0,IT,2017-10-31
26627901.0,IT,2017-11-30
26931532.0,IT,2017-12-31
27515395.0,IT,2018-01-31
26308642.0,IT,2018-02-28
27718917.0,IT,2018-03-31
24099685.0,IT,2018-04-30
25984800.0,IT,2018-05-31
27003602.0,IT,2018-06-30
30437263.0,IT,2018-07-31
26481954.0,IT,2018-08-31
26986847.0,IT,2018-09-30
26834037.0,IT,2018-10-31
26278340.0,IT,2018-11-30
26517327.0,IT,2018-12-31
28428197.0,IT,2019-01-31
25537680.0,IT,2019-02-28
26353337.0,IT,2019-03-31
23961570.0,IT,2019-04-30
25145314.0,IT,2019-05-31
27713317.0,IT,2019-06-30
1011601.5399999998,LT,2010-01-31
861554.88,LT,2010-02-28
860508.36,LT,2010-03-31
767745.3,LT,2010-04-30
777611.1,LT,2010-05-31
738103.8,LT,2010-06-30
788312.7,LT,2010-07-31
811517.7000000001,LT,2010-08-31
797190.4500000001,LT,2010-09-30
887884.62,LT,2010-10-31
898392.4,LT,2010-11-30
1028285.86,LT,2010-12-31
981262.0,LT,2011-01-31
906878.0,LT,2011-02-28
910459.0,LT,2011-03-31
794585.0,LT,2011-04-30
815353.0,LT,2011-05-31
781755.0,LT,2011-06-30
812708.0,LT,2011-07-31
828090.0,LT,2011-08-31
814828.0,LT,2011-09-30
868122.0,LT,2011-10-31
901636.0,LT,2011-11-30
948403.0,LT,2011-12-31
965562.0,LT,2012-01-31
963988.0,LT,2012-02-29
917444.0,LT,2012-03-31
824385.0,LT,2012-04-30
769482.0,LT,2012-05-31
780057.0,LT,2012-06-30
825772.0,LT,2012-07-31
845438.0,LT,2012-08-31
829081.0,LT,2012-09-30
913078.0,LT,2012-10-31
919533.0,LT,2012-11-30
996419.0,LT,2012-12-31
1038965.0,LT,2013-01-31
882280.0,LT,2013-02-28
949512.0,LT,2013-03-31
846026.0,LT,2013-04-30
829914.0,LT,2013-05-31
801255.0,LT,2013-06-30
823947.0,LT,2013-07-31
831337.0,LT,2013-08-31
819148.0,LT,2013-09-30
908930.0,LT,2013-10-31
899982.0,LT,2013-11-30
942335.0,LT,2013-12-31
1018984.0,LT,2014-01-31
890856.0,LT,2014-02-28
897565.0,LT,2014-03-31
847550.0,LT,2014-04-30
844015.0,LT,2014-05-31
798876.0,LT,2014-06-30
844278.0,LT,2014-07-31
841999.0,LT,2014-08-31
835898.0,LT,2014-09-30
937356.0,LT,2014-10-31
943582.0,LT,2014-11-30
1013729.0,LT,2014-12-31
1004591.0,LT,2015-01-31
889386.0,LT,2015-02-28
919411.0,LT,2015-03-31
873275.0,LT,2015-04-30
862900.0,LT,2015-05-31
825470.0,LT,2015-06-30
846447.0,LT,2015-07-31
863006.0,LT,2015-08-31
866479.0,LT,2015-09-30
954761.0,LT,2015-10-31
958554.0,LT,2015-11-30
995600.0,LT,2015-12-31
1091264.0,LT,2016-01-31
940024.0,LT,2016-02-29
978115.0,LT,2016-03-31
898666.0,LT,2016-04-30
894579.0,LT,2016-05-31
860449.0,LT,2016-06-30
874085.0,LT,2016-07-31
919982.0,LT,2016-08-31
898802.0,LT,2016-09-30
991149.0,LT,2016-10-31
1023275.0,LT,2016-11-30
1062302.0,LT,2016-12-31
1099092.0,LT,2017-01-31
972941.0,LT,2017-02-28
1003630.0,LT,2017-03-31
921389.0,LT,2017-04-30
927456.0,LT,2017-05-31
881654.0,LT,2017-06-30
889123.0,LT,2017-07-31
947034.0,LT,2017-08-31
942162.0,LT,2017-09-30
1027837.0,LT,2017-10-31
1037130.0,LT,2017-11-30
1076469.0,LT,2017-12-31
1124024.0,LT,2018-01-31
1031822.0,LT,2018-02-28
1103908.0,LT,2018-03-31
915837.0,LT,2018-04-30
951770.0,LT,2018-05-31
917705.0,LT,2018-06-30
954441.0,LT,2018-07-31
966087.0,LT,2018-08-31
930785.0,LT,2018-09-30
1032917.0,LT,2018-10-31
1062302.0,LT,2018-11-30
1115545.0,LT,2018-12-31
1169165.0,LT,2019-01-31
996598.0,LT,2019-02-28
1059144.0,LT,2019-03-31
956405.0,LT,2019-04-30
968607.25,LT,2019-05-31
947074.08,LT,2019-06-30
945103.0,LT,2019-07-31
960182.0,LT,2019-08-31
952425.0,LT,2019-09-30
607120.0,LU,2006-01-31
534067.0,LU,2006-02-28
605109.0,LU,2006-03-31
546522.0,LU,2006-04-30
551829.0,LU,2006-05-31
523150.0,LU,2006-06-30
559322.0,LU,2006-07-31
467342.6293651816,LU,2006-08-31
542792.0,LU,2006-09-30
578385.0,LU,2006-10-31
581027.0,LU,2006-11-30
569313.0,LU,2006-12-31
609623.0,LU,2007-01-31
544836.0,LU,2007-02-28
608659.0,LU,2007-03-31
551324.0,LU,2007-04-30
568367.0,LU,2007-05-31
556161.0,LU,2007-06-30
553403.0,LU,2007-07-31
482619.0,LU,2007-08-31
521175.0,LU,2007-09-30
595196.0,LU,2007-10-31
592220.0,LU,2007-11-30
580797.0,LU,2007-12-31
622727.0,LU,2008-01-31
589714.0,LU,2008-02-29
620936.0,LU,2008-03-31
597365.0,LU,2008-04-30
577264.0,LU,2008-05-31
557029.0,LU,2008-06-30
578964.0,LU,2008-07-31
507208.0,LU,2008-08-31
535536.0,LU,2008-09-30
551902.0,LU,2008-10-31
492779.0,LU,2008-11-30
464369.81468259083,LU,2008-12-31
563353.0,LU,2009-01-31
502590.0,LU,2009-02-28
504301.0,LU,2009-03-31
500625.0,LU,2009-04-30
502180.0,LU,2009-05-31
479592.81468259083,LU,2009-06-30
529816.0,LU,2009-07-31
467708.44404777244,LU,2009-08-31
537255.0,LU,2009-09-30
568532.0,LU,2009-10-31
547818.0,LU,2009-11-30
528876.0,LU,2009-12-31
596892.0,LU,2010-01-31
547592.0,LU,2010-02-28
596675.0,LU,2010-03-31
565306.0,LU,2010-04-30
573271.0,LU,2010-05-31
520142.0,LU,2010-06-30
562137.0,LU,2010-07-31
471480.81468259083,LU,2010-08-31
551060.0,LU,2010-09-30
592895.0,LU,2010-10-31
568809.0,LU,2010-11-30
547613.0,LU,2010-12-31
615270.0,LU,2011-01-31
568064.0,LU,2011-02-28
594127.0,LU,2011-03-31
546662.0,LU,2011-04-30
568944.0,LU,2011-05-31
543372.0,LU,2011-06-30
564331.0,LU,2011-07-31
495327.0,LU,2011-08-31
556434.0,LU,2011-09-30
532570.0,LU,2011-10-31
527463.0,LU,2011-11-30
552113.0,LU,2011-12-31
571768.0,LU,2012-01-31
549878.0,LU,2012-02-29
552202.0,LU,2012-03-31
522723.0,LU,2012-04-30
518998.0,LU,2012-05-31
517241.0,LU,2012-06-30
524776.0,LU,2012-07-31
466782.0,LU,2012-08-31
504803.0,LU,2012-09-30
546180.0,LU,2012-10-31
538382.0,LU,2012-11-30
527255.6293651817,LU,2012-12-31
576793.8146825908,LU,2013-01-31
524025.0,LU,2013-02-28
546589.0,LU,2013-03-31
495343.0,LU,2013-04-30
501903.0,LU,2013-05-31
477879.0,LU,2013-06-30
521865.0,LU,2013-07-31
468465.81468259083,LU,2013-08-31
444329.0,LU,2013-09-30
446240.0,LU,2013-10-31
447826.0,LU,2013-11-30
516590.81468259083,LU,2013-12-31
561646.8146825908,LU,2014-01-31
516932.0,LU,2014-02-28
549773.0,LU,2014-03-31
501691.0,LU,2014-04-30
519075.0,LU,2014-05-31
482637.0,LU,2014-06-30
529747.0,LU,2014-07-31
465706.81468259083,LU,2014-08-31
516895.0,LU,2014-09-30
556169.0,LU,2014-10-31
539881.0,LU,2014-11-30
524374.0,LU,2014-12-31
570786.0,LU,2015-01-31
537679.0,LU,2015-02-28
564717.0,LU,2015-03-31
515819.0,LU,2015-04-30
510099.0,LU,2015-05-31
