Timestamp,NE5_GWh,NE7_GWh
2015-01-31,81.2177473481,172.482557624233
2015-02-28,76.43371512545001,157.543740404374
2015-03-31,83.18433118915,165.323134187949
2015-04-30,76.0719793837,148.718442410699
2015-05-31,76.091784157977,150.25926053312702
2015-06-30,77.512234086856,149.37709651916902
2015-07-31,84.6121691795,154.18839706648998
2015-08-31,81.34829493324999,151.70135560377
2015-09-30,76.74783134985,149.826804288167
2015-10-31,79.4120032349,157.810278029872
2015-11-30,78.459381947487,159.019387123884
2015-12-31,79.661383791666,163.668229157558
2016-01-31,81.30062102291,166.772628580293
2016-02-29,76.96059198939399,154.699759556447
2016-03-31,80.59020084065001,161.890186368959
2016-04-30,75.3991186018,152.27456428833
2016-05-31,75.94172375985099,150.861904116254
2016-06-30,76.53565194505,149.79643159461702
2016-07-31,78.52631025759999,149.95549179262798
2016-08-31,78.91115139505,149.59115978682
2016-09-30,76.8826406801,149.863320762732
2016-10-31,77.57800036974999,159.379974455663
2016-11-30,78.8694412481,166.692206803097
2016-12-31,80.2121634696,172.434538352254
2017-01-31,82.7272986624,177.552200737535
2017-02-28,72.34132528045001,152.962534506066
2017-03-31,78.727945387143,163.337675943331
2017-04-30,70.9951839947,145.958435551144
2017-05-31,76.03382764055,152.933694319777
2017-06-30,77.03237837479999,149.81503123723098
2017-07-31,76.55053713045,148.594715620175
2017-08-31,77.8819002673,151.09599372677602
2017-09-30,73.7329572916,148.685897170537
2017-10-31,74.9334820193,156.43872016697298
2017-11-30,76.36508259704999,166.24182469068398
2017-12-31,75.76421401649999,166.934882441545
2018-01-31,75.65649248205,168.63442652837398
2018-02-28,71.20649938095,156.863818679683
2018-03-31,77.29193707089999,166.86625155842302
2018-04-30,71.4764940881,144.509529230965
2018-05-31,74.32455349275,148.091567306965
2018-06-30,74.7283356576,146.108652459852
2018-07-31,78.1427521865,148.663428590343
2018-08-31,80.22210403925,151.79731281019602
2018-09-30,73.47235207760001,145.15627404513
2018-10-31,76.41276976555,155.704908778067
2018-11-30,76.1307099448,163.991910341764
2018-12-31,74.58612846140001,166.137892130028
2019-01-31,77.69117433381,172.059930576118
2019-02-28,69.95731852177,150.39532244668
2019-03-31,75.7333872785,160.70585041999
2019-04-30,70.6304143804,146.410098956157
2019-05-31,73.84549039824999,151.391497963318
2019-06-30,74.730376370434,144.580528948069
2019-07-31,79.68172741915,149.396285500597
2019-08-31,76.34929349555,145.954753039354
2019-09-30,73.17640147229999,144.308206962551
2019-10-31,75.96114522104999,155.04787235462902
2019-11-30,74.35534696635,160.970477779316
2019-12-31,74.28997231755001,163.54183514387802
2020-01-31,76.44884429105001,166.707121589702
2020-02-29,71.3333122136,151.576957097771
2020-03-31,72.16139268765,152.28914769469898
2020-04-30,75.25615249598104,126.37448213956
2020-05-31,67.7354481101,134.36052933199798
2020-06-30,69.6974933433,136.676870089079
2020-07-31,75.3943032704,140.72007000614698
2020-08-31,76.579380755603,143.305238112503
2020-09-30,73.405228416155,142.266833044112
2020-10-31,74.846957441194,152.80386003023
2020-11-30,73.1853312646,154.547520084309
2020-12-31,74.22924691189999,160.575847347049
2021-01-31,73.86009908679999,159.305050625104
2021-02-28,67.02541416335,138.382130954205
2021-03-31,74.32928342039999,151.04558918117402
2021-04-30,70.03518982995,137.05105658212702
2021-05-31,70.85129335635,139.09258738219899
2021-06-30,72.9819538206,138.83302860985899
2021-07-31,73.15520457715,139.217838178269
2021-08-31,72.3201482379,138.227361438291
2021-09-30,74.40599133059999,139.46468772815
2021-10-31,76.8926378455,149.300499000867
2021-11-30,78.838775947849,159.796475942626
2021-12-31,79.59994741365,163.5792139434
2022-01-31,79.36555349150001,162.361737529872
2022-02-28,71.521144567568,143.53435419647
2022-03-31,79.416705980077,154.50336526974
2022-04-30,73.446449839588,139.388618858327
2022-05-31,75.36782441335001,141.681254054992
2022-06-30,75.5290446508,139.28082134222402
2022-07-31,77.5819069481,140.266725822861
2022-08-31,77.7244066912,139.593984045943
2022-09-30,73.27224423690001,137.442370888199
2022-10-31,73.09839979915,141.46172280864099
2022-11-30,72.146582781249,148.43641125275298
2022-12-31,73.56301234405001,157.68795739139398
2023-01-31,74.377667622299,158.283667306633
2023-02-28,67.1494116002,140.329146120844
2023-03-31,74.3550103214,151.69070062599
2023-04-30,67.38327877660001,136.51908537375502
2023-05-31,70.215032938947,136.10848502171
2023-06-30,74.686696839997,134.027185446966
2023-07-31,74.32067907714901,134.833111983129
2023-08-31,76.03281299429999,138.139631444637
2023-09-30,72.6676720219,135.054880661554
2023-10-31,72.493206849599,140.780671195832
2023-11-30,73.1728562436,153.005529489751
