country,date,dailySumMWh
AT,2006-01-01,145451.0
AT,2006-01-02,176630.0
AT,2006-01-03,179083.0
AT,2006-01-04,179265.0
AT,2006-01-05,178663.0
AT,2006-01-06,154148.0
AT,2006-01-07,156047.0
AT,2006-01-08,150349.0
AT,2006-01-09,182307.0
AT,2006-01-10,189319.0
AT,2006-01-11,193458.0
AT,2006-01-12,193175.0
AT,2006-01-13,193480.0
AT,2006-01-14,172959.0
AT,2006-01-15,159382.0
AT,2006-01-16,193152.0
AT,2006-01-17,198044.0
AT,2006-01-18,194236.0
AT,2006-01-19,190798.0
AT,2006-01-20,188488.0
AT,2006-01-21,167687.0
AT,2006-01-22,156545.0
AT,2006-01-23,192528.0
AT,2006-01-24,197142.0
AT,2006-01-25,200054.0
AT,2006-01-26,200006.0
AT,2006-01-27,194617.0
AT,2006-01-28,175385.0
AT,2006-01-29,161638.0
AT,2006-01-30,193308.0
AT,2006-01-31,193829.0
AT,2006-02-01,192292.0
AT,2006-02-02,193218.0
AT,2006-02-03,190509.0
AT,2006-02-04,172203.0
AT,2006-02-05,159116.0
AT,2006-02-06,189208.0
AT,2006-02-07,195081.0
AT,2006-02-08,191492.0
AT,2006-02-09,189887.0
AT,2006-02-10,184994.0
AT,2006-02-11,167189.0
AT,2006-02-12,156331.0
AT,2006-02-13,185833.0
AT,2006-02-14,187109.0
AT,2006-02-15,189445.0
AT,2006-02-16,188118.0
AT,2006-02-17,183562.0
AT,2006-02-18,162779.0
AT,2006-02-19,146938.0
AT,2006-02-20,178974.0
AT,2006-02-21,180504.0
AT,2006-02-22,182491.0
AT,2006-02-23,183176.0
AT,2006-02-24,182992.0
AT,2006-02-25,164676.0
AT,2006-02-26,152215.0
AT,2006-02-27,184645.0
AT,2006-02-28,186289.0
AT,2006-03-01,187950.0
AT,2006-03-02,186694.0
AT,2006-03-03,183491.0
AT,2006-03-04,164759.0
AT,2006-03-05,153540.0
AT,2006-03-06,182901.0
AT,2006-03-07,184033.0
AT,2006-03-08,186228.0
AT,2006-03-09,185311.0
AT,2006-03-10,182027.0
AT,2006-03-11,160522.0
AT,2006-03-12,152057.0
AT,2006-03-13,182576.0
AT,2006-03-14,185509.0
AT,2006-03-15,185377.0
AT,2006-03-16,183597.0
AT,2006-03-17,180211.0
AT,2006-03-18,160001.0
AT,2006-03-19,144441.0
AT,2006-03-20,172320.0
AT,2006-03-21,174277.0
AT,2006-03-22,174694.0
AT,2006-03-23,175407.0
AT,2006-03-24,172290.0
AT,2006-03-25,151103.0
AT,2006-03-26,131014.0
AT,2006-03-27,162374.0
AT,2006-03-28,167583.0
AT,2006-03-29,167214.0
AT,2006-03-30,164542.0
AT,2006-03-31,161847.0
AT,2006-04-01,140481.0
AT,2006-04-02,127285.0
AT,2006-04-03,162710.0
AT,2006-04-04,163687.0
AT,2006-04-05,166804.0
AT,2006-04-06,169880.0
AT,2006-04-07,163365.0
AT,2006-04-08,142862.0
AT,2006-04-09,127937.0
AT,2006-04-10,159297.0
AT,2006-04-11,169800.0
AT,2006-04-12,167722.0
AT,2006-04-13,168893.0
AT,2006-04-14,162421.0
AT,2006-04-15,136482.0
AT,2006-04-16,121883.0
AT,2006-04-17,121142.0
AT,2006-04-18,157006.0
AT,2006-04-19,158041.0
AT,2006-04-20,157228.0
AT,2006-04-21,152044.0
AT,2006-04-22,131090.0
AT,2006-04-23,117727.0
AT,2006-04-24,148800.0
AT,2006-04-25,150824.0
AT,2006-04-26,151308.0
AT,2006-04-27,152953.0
AT,2006-04-28,151570.0
AT,2006-04-29,131760.0
AT,2006-04-30,118784.0
AT,2006-05-01,121052.0
AT,2006-05-02,152922.0
AT,2006-05-03,155208.0
AT,2006-05-04,156096.0
AT,2006-05-05,153478.0
AT,2006-05-06,133095.0
AT,2006-05-07,120064.0
AT,2006-05-08,150830.0
AT,2006-05-09,156229.0
AT,2006-05-10,156370.0
AT,2006-05-11,155057.0
AT,2006-05-12,151925.0
AT,2006-05-13,132156.0
AT,2006-05-14,120445.0
AT,2006-05-15,151986.0
AT,2006-05-16,155855.0
AT,2006-05-17,154426.0
AT,2006-05-18,154191.0
AT,2006-05-19,151771.0
AT,2006-05-20,130694.0
AT,2006-05-21,118806.0
AT,2006-05-22,150556.0
AT,2006-05-23,153792.0
AT,2006-05-24,154036.0
AT,2006-05-25,121970.0
AT,2006-05-26,137335.0
AT,2006-05-27,127543.0
AT,2006-05-28,118209.0
AT,2006-05-29,151944.0
AT,2006-05-30,156310.0
AT,2006-05-31,156208.0
AT,2006-06-01,157259.0
AT,2006-06-02,157151.0
AT,2006-06-03,137295.0
AT,2006-06-04,120776.0
AT,2006-06-05,122024.0
AT,2006-06-06,154801.0
AT,2006-06-07,156930.0
AT,2006-06-08,157432.0
AT,2006-06-09,154338.0
AT,2006-06-10,135370.0
AT,2006-06-11,119090.0
AT,2006-06-12,151138.0
AT,2006-06-13,155547.0
AT,2006-06-14,154646.0
AT,2006-06-15,125142.0
AT,2006-06-16,139601.0
AT,2006-06-17,130984.0
AT,2006-06-18,119308.0
AT,2006-06-19,155541.0
AT,2006-06-20,158008.0
AT,2006-06-21,160446.0
AT,2006-06-22,160699.0
AT,2006-06-23,154373.0
AT,2006-06-24,133988.0
AT,2006-06-25,122686.0
AT,2006-06-26,157748.0
AT,2006-06-27,159884.0
AT,2006-06-28,158153.0
AT,2006-06-29,160248.0
AT,2006-06-30,154175.0
AT,2006-07-01,133025.0
AT,2006-07-02,118966.0
AT,2006-07-03,151837.0
AT,2006-07-04,154971.0
AT,2006-07-05,155535.0
AT,2006-07-06,156053.0
AT,2006-07-07,154554.0
AT,2006-07-08,135065.0
AT,2006-07-09,121403.0
AT,2006-07-10,154178.0
AT,2006-07-11,158456.0
AT,2006-07-12,158391.0
AT,2006-07-13,157926.0
AT,2006-07-14,155096.0
AT,2006-07-15,133515.0
AT,2006-07-16,119580.0
AT,2006-07-17,150683.0
AT,2006-07-18,155576.0
AT,2006-07-19,156832.0
AT,2006-07-20,157268.0
AT,2006-07-21,155692.0
AT,2006-07-22,135291.0
AT,2006-07-23,122037.0
AT,2006-07-24,151249.0
AT,2006-07-25,155345.0
AT,2006-07-26,155845.0
AT,2006-07-27,154879.0
AT,2006-07-28,151632.0
AT,2006-07-29,133011.0
AT,2006-07-30,119181.0
AT,2006-07-31,147355.0
AT,2006-08-01,150441.0
AT,2006-08-02,145870.0
AT,2006-08-03,148579.0
AT,2006-08-04,141832.0
AT,2006-08-05,123618.0
AT,2006-08-06,115241.0
AT,2006-08-07,144154.0
AT,2006-08-08,143331.0
AT,2006-08-09,143680.0
AT,2006-08-10,143277.0
AT,2006-08-11,141534.0
AT,2006-08-12,129170.0
AT,2006-08-13,115730.0
AT,2006-08-14,135347.0
AT,2006-08-15,118286.0
AT,2006-08-16,144061.0
AT,2006-08-17,148069.0
AT,2006-08-18,148775.0
AT,2006-08-19,131084.0
AT,2006-08-20,119751.0
AT,2006-08-21,148977.0
AT,2006-08-22,152940.0
AT,2006-08-23,152691.0
AT,2006-08-24,156039.0
AT,2006-08-25,154170.0
AT,2006-08-26,133578.0
AT,2006-08-27,120180.0
AT,2006-08-28,152314.0
AT,2006-08-29,156132.0
AT,2006-08-30,158834.0
AT,2006-08-31,159349.0
AT,2006-09-01,152705.0
AT,2006-09-02,133368.0
AT,2006-09-03,121231.0
AT,2006-09-04,155449.0
AT,2006-09-05,156979.0
AT,2006-09-06,156249.0
AT,2006-09-07,159768.0
AT,2006-09-08,156680.0
AT,2006-09-09,135410.0
AT,2006-09-10,120859.0
AT,2006-09-11,154943.0
AT,2006-09-12,158091.0
AT,2006-09-13,160800.0
AT,2006-09-14,159296.0
AT,2006-09-15,159282.0
AT,2006-09-16,138594.0
AT,2006-09-17,121801.0
AT,2006-09-18,158965.0
AT,2006-09-19,160756.0
AT,2006-09-20,157171.0
AT,2006-09-21,156683.0
AT,2006-09-22,156156.0
AT,2006-09-23,136051.0
AT,2006-09-24,121894.0
AT,2006-09-25,156016.0
AT,2006-09-26,159859.0
AT,2006-09-27,158889.0
AT,2006-09-28,158818.0
AT,2006-09-29,155694.0
AT,2006-09-30,136933.0
AT,2006-10-01,120448.0
AT,2006-10-02,157826.0
AT,2006-10-03,162858.0
AT,2006-10-04,161692.0
AT,2006-10-05,159310.0
AT,2006-10-06,156917.0
AT,2006-10-07,138915.0
AT,2006-10-08,123544.0
AT,2006-10-09,157079.0
AT,2006-10-10,160184.0
AT,2006-10-11,162899.0
AT,2006-10-12,160971.0
AT,2006-10-13,161162.0
AT,2006-10-14,141877.0
AT,2006-10-15,127045.0
AT,2006-10-16,160875.0
AT,2006-10-17,164620.0
AT,2006-10-18,167828.0
AT,2006-10-19,170062.0
AT,2006-10-20,167241.0
AT,2006-10-21,145928.0
AT,2006-10-22,130056.0
AT,2006-10-23,164514.0
AT,2006-10-24,170605.0
AT,2006-10-25,165436.0
AT,2006-10-26,134967.0
AT,2006-10-27,153241.0
AT,2006-10-28,141314.0
AT,2006-10-29,132021.0
AT,2006-10-30,164971.0
AT,2006-10-31,168902.0
AT,2006-11-01,137719.0
AT,2006-11-02,168675.0
AT,2006-11-03,174783.0
AT,2006-11-04,158333.0
AT,2006-11-05,142733.0
AT,2006-11-06,174634.0
AT,2006-11-07,172711.0
AT,2006-11-08,176056.0
AT,2006-11-09,178735.0
AT,2006-11-10,173347.0
AT,2006-11-11,156309.0
AT,2006-11-12,141740.0
AT,2006-11-13,176270.0
AT,2006-11-14,177585.0
AT,2006-11-15,173340.0
AT,2006-11-16,173598.0
AT,2006-11-17,171462.0
AT,2006-11-18,151385.0
AT,2006-11-19,135623.0
AT,2006-11-20,172540.0
AT,2006-11-21,173738.0
AT,2006-11-22,179441.0
AT,2006-11-23,177201.0
AT,2006-11-24,173809.0
AT,2006-11-25,152514.0
AT,2006-11-26,138212.0
AT,2006-11-27,172171.0
AT,2006-11-28,177170.0
AT,2006-11-29,178663.0
AT,2006-11-30,178724.0
AT,2006-12-01,176130.0
AT,2006-12-02,158608.0
AT,2006-12-03,143369.0
AT,2006-12-04,178864.0
AT,2006-12-05,181164.0
AT,2006-12-06,181461.0
AT,2006-12-07,179386.0
AT,2006-12-08,150174.0
AT,2006-12-09,153144.0
AT,2006-12-10,145432.0
AT,2006-12-11,184522.0
AT,2006-12-12,187972.0
AT,2006-12-13,188058.0
AT,2006-12-14,186932.0
AT,2006-12-15,185828.0
AT,2006-12-16,167435.0
AT,2006-12-17,152971.0
AT,2006-12-18,187511.0
AT,2006-12-19,194230.0
AT,2006-12-20,193840.0
AT,2006-12-21,190552.0
AT,2006-12-22,180156.0
AT,2006-12-23,159665.0
AT,2006-12-24,141474.0
AT,2006-12-25,140642.0
AT,2006-12-26,142571.0
AT,2006-12-27,164378.0
AT,2006-12-28,170302.0
AT,2006-12-29,166797.0
AT,2006-12-30,159250.0
AT,2006-12-31,144280.0
AT,2007-01-01,141723.0
AT,2007-01-02,174585.0
AT,2007-01-03,180094.0
AT,2007-01-04,180780.0
AT,2007-01-05,176813.0
AT,2007-01-06,151184.0
AT,2007-01-07,144831.0
AT,2007-01-08,180476.0
AT,2007-01-09,186476.0
AT,2007-01-10,181610.0
AT,2007-01-11,182445.0
AT,2007-01-12,180471.0
AT,2007-01-13,157652.0
AT,2007-01-14,144626.0
AT,2007-01-15,177432.0
AT,2007-01-16,182736.0
AT,2007-01-17,183484.0
AT,2007-01-18,183797.0
AT,2007-01-19,175284.0
AT,2007-01-20,154907.0
AT,2007-01-21,144662.0
AT,2007-01-22,181014.0
AT,2007-01-23,185509.0
AT,2007-01-24,189738.0
AT,2007-01-25,192106.0
AT,2007-01-26,192378.0
AT,2007-01-27,174281.0
AT,2007-01-28,156709.0
AT,2007-01-29,185814.0
AT,2007-01-30,186566.0
AT,2007-01-31,185192.0
AT,2007-02-01,184579.0
AT,2007-02-02,180351.0
AT,2007-02-03,159968.0
AT,2007-02-04,147780.0
AT,2007-02-05,178776.0
AT,2007-02-06,183644.0
AT,2007-02-07,181131.0
AT,2007-02-08,181077.0
AT,2007-02-09,176783.0
AT,2007-02-10,162146.0
AT,2007-02-11,147917.0
AT,2007-02-12,177554.0
AT,2007-02-13,181790.0
AT,2007-02-14,179215.0
AT,2007-02-15,182072.0
AT,2007-02-16,182525.0
AT,2007-02-17,161272.0
AT,2007-02-18,147648.0
AT,2007-02-19,180564.0
AT,2007-02-20,177455.0
AT,2007-02-21,180636.0
AT,2007-02-22,179455.0
AT,2007-02-23,177063.0
AT,2007-02-24,160006.0
AT,2007-02-25,146672.0
AT,2007-02-26,180126.0
AT,2007-02-27,184558.0
AT,2007-02-28,179522.0
AT,2007-03-01,180407.0
AT,2007-03-02,177389.0
AT,2007-03-03,157374.0
AT,2007-03-04,142367.0
AT,2007-03-05,176718.0
AT,2007-03-06,176305.0
AT,2007-03-07,173668.0
AT,2007-03-08,178256.0
AT,2007-03-09,172377.0
AT,2007-03-10,154658.0
AT,2007-03-11,139687.0
AT,2007-03-12,168612.0
AT,2007-03-13,169877.0
AT,2007-03-14,170664.0
AT,2007-03-15,170254.0
AT,2007-03-16,168173.0
AT,2007-03-17,152547.0
AT,2007-03-18,136980.0
AT,2007-03-19,175938.0
AT,2007-03-20,180463.0
AT,2007-03-21,180852.0
AT,2007-03-22,180363.0
AT,2007-03-23,179372.0
AT,2007-03-24,160424.0
AT,2007-03-25,136424.0
AT,2007-03-26,172925.0
AT,2007-03-27,173769.0
AT,2007-03-28,173766.0
AT,2007-03-29,174148.0
AT,2007-03-30,169849.0
AT,2007-03-31,147757.0
AT,2007-04-01,135766.0
AT,2007-04-02,165893.0
AT,2007-04-03,168315.0
AT,2007-04-04,170503.0
AT,2007-04-05,169943.0
AT,2007-04-06,165758.0
AT,2007-04-07,141998.0
AT,2007-04-08,124854.0
AT,2007-04-09,126317.0
AT,2007-04-10,160488.0
AT,2007-04-11,161376.0
AT,2007-04-12,161028.0
AT,2007-04-13,157566.0
AT,2007-04-14,136440.0
AT,2007-04-15,121337.0
AT,2007-04-16,153399.0
AT,2007-04-17,156214.0
AT,2007-04-18,159818.0
AT,2007-04-19,157004.0
AT,2007-04-20,154570.0
AT,2007-04-21,134007.0
AT,2007-04-22,119145.0
AT,2007-04-23,153111.0
AT,2007-04-24,157409.0
AT,2007-04-25,157385.0
AT,2007-04-26,157428.0
AT,2007-04-27,154555.0
AT,2007-04-28,133452.0
AT,2007-04-29,117697.0
AT,2007-04-30,141051.0
AT,2007-05-01,123169.0
AT,2007-05-02,155697.0
AT,2007-05-03,159832.0
AT,2007-05-04,159144.0
AT,2007-05-05,137808.0
AT,2007-05-06,125041.0
AT,2007-05-07,158226.0
AT,2007-05-08,164680.0
AT,2007-05-09,165493.0
AT,2007-05-10,163242.0
AT,2007-05-11,160037.0
AT,2007-05-12,136996.0
AT,2007-05-13,121249.0
AT,2007-05-14,158679.0
AT,2007-05-15,160631.0
AT,2007-05-16,158865.0
AT,2007-05-17,130533.0
AT,2007-05-18,143581.0
AT,2007-05-19,131589.0
AT,2007-05-20,119531.0
AT,2007-05-21,157054.0
AT,2007-05-22,160847.0
AT,2007-05-23,163888.0
AT,2007-05-24,160933.0
AT,2007-05-25,159357.0
AT,2007-05-26,136233.0
AT,2007-05-27,117757.0
AT,2007-05-28,121153.0
AT,2007-05-29,153028.0
AT,2007-05-30,158595.0
AT,2007-05-31,156198.0
AT,2007-06-01,155489.0
AT,2007-06-02,135236.0
AT,2007-06-03,122025.0
AT,2007-06-04,155081.0
AT,2007-06-05,158374.0
AT,2007-06-06,158047.0
AT,2007-06-07,127022.0
AT,2007-06-08,143496.0
AT,2007-06-09,133360.0
AT,2007-06-10,121961.0
AT,2007-06-11,156572.0
AT,2007-06-12,160703.0
AT,2007-06-13,161971.0
AT,2007-06-14,161733.0
AT,2007-06-15,159492.0
AT,2007-06-16,136433.0
AT,2007-06-17,121078.0
AT,2007-06-18,156954.0
AT,2007-06-19,161584.0
AT,2007-06-20,162324.0
AT,2007-06-21,163767.0
AT,2007-06-22,158655.0
AT,2007-06-23,134882.0
AT,2007-06-24,120354.0
AT,2007-06-25,158275.0
AT,2007-06-26,161396.0
AT,2007-06-27,158711.0
AT,2007-06-28,156342.0
AT,2007-06-29,154032.0
AT,2007-06-30,134429.0
AT,2007-07-01,122282.0
AT,2007-07-02,156824.0
AT,2007-07-03,158184.0
AT,2007-07-04,159656.0
AT,2007-07-05,157762.0
AT,2007-07-06,154485.0
AT,2007-07-07,133733.0
AT,2007-07-08,121402.0
AT,2007-07-09,156373.0
AT,2007-07-10,156571.0
AT,2007-07-11,155929.0
AT,2007-07-12,155473.0
AT,2007-07-13,152808.0
AT,2007-07-14,134117.0
AT,2007-07-15,122864.0
AT,2007-07-16,157152.0
AT,2007-07-17,159541.0
AT,2007-07-18,161681.0
AT,2007-07-19,162729.0
AT,2007-07-20,159490.0
AT,2007-07-21,135587.0
AT,2007-07-22,123122.0
AT,2007-07-23,152236.0
AT,2007-07-24,157218.0
AT,2007-07-25,154443.0
AT,2007-07-26,156149.0
AT,2007-07-27,154946.0
AT,2007-07-28,135390.0
AT,2007-07-29,121984.0
AT,2007-07-30,149664.0
AT,2007-07-31,149306.0
AT,2007-08-01,145901.0
AT,2007-08-02,147356.0
AT,2007-08-03,146092.0
AT,2007-08-04,125638.0
AT,2007-08-05,115334.0
AT,2007-08-06,144919.0
AT,2007-08-07,149694.0
AT,2007-08-08,151722.0
AT,2007-08-09,151569.0
AT,2007-08-10,146288.0
AT,2007-08-11,130974.0
AT,2007-08-12,118368.0
AT,2007-08-13,146578.0
AT,2007-08-14,148613.0
AT,2007-08-15,125005.0
AT,2007-08-16,150297.0
AT,2007-08-17,150150.0
AT,2007-08-18,128485.0
AT,2007-08-19,117858.0
AT,2007-08-20,152287.0
AT,2007-08-21,155006.0
AT,2007-08-22,155951.0
AT,2007-08-23,157502.0
AT,2007-08-24,152920.0
AT,2007-08-25,132696.0
AT,2007-08-26,120771.0
AT,2007-08-27,155861.0
AT,2007-08-28,158715.0
AT,2007-08-29,158990.0
AT,2007-08-30,160629.0
AT,2007-08-31,155239.0
AT,2007-09-01,136756.0
AT,2007-09-02,122716.0
AT,2007-09-03,158225.0
AT,2007-09-04,160725.0
AT,2007-09-05,164391.0
AT,2007-09-06,168793.0
AT,2007-09-07,164866.0
AT,2007-09-08,140073.0
AT,2007-09-09,125713.0
AT,2007-09-10,158847.0
AT,2007-09-11,163331.0
AT,2007-09-12,160367.0
AT,2007-09-13,160082.0
AT,2007-09-14,157467.0
AT,2007-09-15,137514.0
AT,2007-09-16,124967.0
AT,2007-09-17,158427.0
AT,2007-09-18,164248.0
AT,2007-09-19,161171.0
AT,2007-09-20,162443.0
AT,2007-09-21,157335.0
AT,2007-09-22,137420.0
AT,2007-09-23,125877.0
AT,2007-09-24,158494.0
AT,2007-09-25,165256.0
AT,2007-09-26,166279.0
AT,2007-09-27,169663.0
AT,2007-09-28,166243.0
AT,2007-09-29,143194.0
AT,2007-09-30,129058.0
AT,2007-10-01,159448.0
AT,2007-10-02,162043.0
AT,2007-10-03,165730.0
AT,2007-10-04,166902.0
AT,2007-10-05,164104.0
AT,2007-10-06,142217.0
AT,2007-10-07,127519.0
AT,2007-10-08,161028.0
AT,2007-10-09,165189.0
AT,2007-10-10,168308.0
AT,2007-10-11,167997.0
AT,2007-10-12,167314.0
AT,2007-10-13,144845.0
AT,2007-10-14,133024.0
AT,2007-10-15,167247.0
AT,2007-10-16,171094.0
AT,2007-10-17,171776.0
AT,2007-10-18,178084.0
AT,2007-10-19,174032.0
AT,2007-10-20,156683.0
AT,2007-10-21,144702.0
AT,2007-10-22,179294.0
AT,2007-10-23,185744.0
AT,2007-10-24,182739.0
AT,2007-10-25,177953.0
AT,2007-10-26,144299.0
AT,2007-10-27,148976.0
AT,2007-10-28,141627.0
AT,2007-10-29,170017.0
AT,2007-10-30,175495.0
AT,2007-10-31,175765.0
AT,2007-11-01,141417.0
AT,2007-11-02,159662.0
AT,2007-11-03,148499.0
AT,2007-11-04,138151.0
AT,2007-11-05,172866.0
AT,2007-11-06,183304.0
AT,2007-11-07,184614.0
AT,2007-11-08,181226.0
AT,2007-11-09,182311.0
AT,2007-11-10,164303.0
AT,2007-11-11,147416.0
AT,2007-11-12,182783.0
AT,2007-11-13,185334.0
AT,2007-11-14,186854.0
AT,2007-11-15,190943.0
AT,2007-11-16,189805.0
AT,2007-11-17,168776.0
AT,2007-11-18,155961.0
AT,2007-11-19,184277.0
AT,2007-11-20,188044.0
AT,2007-11-21,189414.0
AT,2007-11-22,186646.0
AT,2007-11-23,182090.0
AT,2007-11-24,159839.0
AT,2007-11-25,147023.0
AT,2007-11-26,185368.0
AT,2007-11-27,189824.0
AT,2007-11-28,190152.0
AT,2007-11-29,192794.0
AT,2007-11-30,188273.0
AT,2007-12-01,161945.0
AT,2007-12-02,147775.0
AT,2007-12-03,186381.0
AT,2007-12-04,190467.0
AT,2007-12-05,190642.0
AT,2007-12-06,188449.0
AT,2007-12-07,186420.0
AT,2007-12-08,158804.0
AT,2007-12-09,152640.0
AT,2007-12-10,186185.0
AT,2007-12-11,190609.0
AT,2007-12-12,194339.0
AT,2007-12-13,193471.0
AT,2007-12-14,195236.0
AT,2007-12-15,175997.0
AT,2007-12-16,163199.0
AT,2007-12-17,196597.0
AT,2007-12-18,199210.0
AT,2007-12-19,196808.0
AT,2007-12-20,194757.0
AT,2007-12-21,187884.0
AT,2007-12-22,171854.0
AT,2007-12-23,161706.0
AT,2007-12-24,158436.0
AT,2007-12-25,150294.0
AT,2007-12-26,153597.0
AT,2007-12-27,172587.0
AT,2007-12-28,174480.0
AT,2007-12-29,167636.0
AT,2007-12-30,159143.0
AT,2007-12-31,161263.0
AT,2008-01-01,148218.0
AT,2008-01-02,179661.0
AT,2008-01-03,184443.0
AT,2008-01-04,184484.0
AT,2008-01-05,170069.0
AT,2008-01-06,156189.0
AT,2008-01-07,188135.0
AT,2008-01-08,190488.0
AT,2008-01-09,193548.0
AT,2008-01-10,191678.0
AT,2008-01-11,190418.0
AT,2008-01-12,167486.0
AT,2008-01-13,151731.0
AT,2008-01-14,187029.0
AT,2008-01-15,189889.0
AT,2008-01-16,189156.0
AT,2008-01-17,189654.0
AT,2008-01-18,186157.0
AT,2008-01-19,163186.0
AT,2008-01-20,146976.0
AT,2008-01-21,181877.0
AT,2008-01-22,187789.0
AT,2008-01-23,189959.0
AT,2008-01-24,188420.0
AT,2008-01-25,187570.0
AT,2008-01-26,165699.0
AT,2008-01-27,149210.0
AT,2008-01-28,182574.0
AT,2008-01-29,185793.0
AT,2008-01-30,187757.0
AT,2008-01-31,187523.0
AT,2008-02-01,186171.0
AT,2008-02-02,167444.0
AT,2008-02-03,153219.0
AT,2008-02-04,184137.0
AT,2008-02-05,183153.0
AT,2008-02-06,187011.0
AT,2008-02-07,186124.0
AT,2008-02-08,183728.0
AT,2008-02-09,164408.0
AT,2008-02-10,151519.0
AT,2008-02-11,182661.0
AT,2008-02-12,187259.0
AT,2008-02-13,188708.0
AT,2008-02-14,188562.0
AT,2008-02-15,187545.0
AT,2008-02-16,170317.0
AT,2008-02-17,157249.0
AT,2008-02-18,187011.0
AT,2008-02-19,184489.0
AT,2008-02-20,183241.0
AT,2008-02-21,184094.0
AT,2008-02-22,180567.0
AT,2008-02-23,159329.0
AT,2008-02-24,143506.0
AT,2008-02-25,174810.0
AT,2008-02-26,176233.0
AT,2008-02-27,180270.0
AT,2008-02-28,178720.0
AT,2008-02-29,178615.0
AT,2008-03-01,156323.0
AT,2008-03-02,142303.0
AT,2008-03-03,173326.0
AT,2008-03-04,181495.0
AT,2008-03-05,184331.0
AT,2008-03-06,185319.0
AT,2008-03-07,180828.0
AT,2008-03-08,161821.0
AT,2008-03-09,145139.0
AT,2008-03-10,176259.0
AT,2008-03-11,180251.0
AT,2008-03-12,182437.0
AT,2008-03-13,182281.0
AT,2008-03-14,178626.0
AT,2008-03-15,153684.0
AT,2008-03-16,142558.0
AT,2008-03-17,175270.0
AT,2008-03-18,180158.0
AT,2008-03-19,180413.0
AT,2008-03-20,182822.0
AT,2008-03-21,180375.0
AT,2008-03-22,154346.0
AT,2008-03-23,139426.0
AT,2008-03-24,143398.0
AT,2008-03-25,178277.0
AT,2008-03-26,182145.0
AT,2008-03-27,178708.0
AT,2008-03-28,175882.0
AT,2008-03-29,153956.0
AT,2008-03-30,132298.0
AT,2008-03-31,166073.0
AT,2008-04-01,171547.0
AT,2008-04-02,173058.0
AT,2008-04-03,174074.0
AT,2008-04-04,171201.0
AT,2008-04-05,150773.0
AT,2008-04-06,138719.0
AT,2008-04-07,172806.0
AT,2008-04-08,173127.0
AT,2008-04-09,170529.0
AT,2008-04-10,166343.0
AT,2008-04-11,161966.0
AT,2008-04-12,144806.0
AT,2008-04-13,131322.0
AT,2008-04-14,163079.0
AT,2008-04-15,167971.0
AT,2008-04-16,168349.0
AT,2008-04-17,168787.0
AT,2008-04-18,164678.0
AT,2008-04-19,144474.0
AT,2008-04-20,128043.0
AT,2008-04-21,163074.0
AT,2008-04-22,166416.0
AT,2008-04-23,167433.0
AT,2008-04-24,163747.0
AT,2008-04-25,163455.0
AT,2008-04-26,141059.0
AT,2008-04-27,125873.0
AT,2008-04-28,157248.0
AT,2008-04-29,161944.0
AT,2008-04-30,160042.0
AT,2008-05-01,135297.0
AT,2008-05-02,149211.0
AT,2008-05-03,136545.0
AT,2008-05-04,125460.0
AT,2008-05-05,161416.0
AT,2008-05-06,162353.0
AT,2008-05-07,160934.0
AT,2008-05-08,160045.0
AT,2008-05-09,157226.0
AT,2008-05-10,134719.0
AT,2008-05-11,117195.0
AT,2008-05-12,118891.0
AT,2008-05-13,153064.0
AT,2008-05-14,156154.0
AT,2008-05-15,158187.0
AT,2008-05-16,155880.0
AT,2008-05-17,135305.0
AT,2008-05-18,122558.0
AT,2008-05-19,156705.0
AT,2008-05-20,162906.0
AT,2008-05-21,160697.0
AT,2008-05-22,126966.0
AT,2008-05-23,141720.0
AT,2008-05-24,129213.0
AT,2008-05-25,118531.0
AT,2008-05-26,154899.0
AT,2008-05-27,158951.0
AT,2008-05-28,162461.0
AT,2008-05-29,162661.0
AT,2008-05-30,160979.0
AT,2008-05-31,139704.0
AT,2008-06-01,127713.0
AT,2008-06-02,160930.0
AT,2008-06-03,163150.0
AT,2008-06-04,163209.0
AT,2008-06-05,163305.0
AT,2008-06-06,160904.0
AT,2008-06-07,138503.0
AT,2008-06-08,123041.0
AT,2008-06-09,156354.0
AT,2008-06-10,159187.0
AT,2008-06-11,160609.0
AT,2008-06-12,160184.0
AT,2008-06-13,156830.0
AT,2008-06-14,134671.0
AT,2008-06-15,120894.0
AT,2008-06-16,155676.0
AT,2008-06-17,160544.0
AT,2008-06-18,160657.0
AT,2008-06-19,161214.0
AT,2008-06-20,158757.0
AT,2008-06-21,136665.0
AT,2008-06-22,124762.0
AT,2008-06-23,161947.0
AT,2008-06-24,162262.0
AT,2008-06-25,163621.0
AT,2008-06-26,164343.0
AT,2008-06-27,158706.0
AT,2008-06-28,137237.0
AT,2008-06-29,123723.0
AT,2008-06-30,158448.0
AT,2008-07-01,160434.0
AT,2008-07-02,163840.0
AT,2008-07-03,165196.0
AT,2008-07-04,158508.0
AT,2008-07-05,135892.0
AT,2008-07-06,123566.0
AT,2008-07-07,157881.0
AT,2008-07-08,157403.0
AT,2008-07-09,157486.0
AT,2008-07-10,159788.0
AT,2008-07-11,157637.0
AT,2008-07-12,137089.0
AT,2008-07-13,123168.0
AT,2008-07-14,156790.0
AT,2008-07-15,156921.0
AT,2008-07-16,158586.0
AT,2008-07-17,160055.0
AT,2008-07-18,152399.0
AT,2008-07-19,132290.0
AT,2008-07-20,122162.0
